,Airline,Arrival airport,Codesharing,Scheduled departure,delay,iataNumber,status
3449,united airlines,sea,True,2023-09-05t16:10:00.000,15.0,ua447,active
3453,united airlines,mfr,True,2023-09-05t16:10:00.000,40.0,ua5330,active
3459,united airlines,fat,True,2023-09-05t16:10:00.000,23.0,ua5450,active
3463,qatar airways,doh,True,2023-09-05t16:15:00.000,38.0,qr738,active
3466,united airlines,bos,True,2023-09-05t16:15:00.000,26.0,ua2262,active
3467,southwest airlines,san,True,2023-09-05t16:15:00.000,38.0,wn1063,active
3473,alaska airlines,sea,True,2023-09-05t16:20:00.000,11.0,as1253,active
3474,tap air portugal,lis,True,2023-09-05t16:20:00.000,48.0,tp236,active
3478,united airlines,phl,True,2023-09-05t16:21:00.000,22.0,ua2423,active
3483,united airlines,psp,True,2023-09-05t16:21:00.000,27.0,ua5703,active
3488,british airways,lhr,True,2023-09-05t16:25:00.000,64.0,ba284,active
3491,air canada,yyz,True,2023-09-05t16:30:00.000,15.0,ac744,active
3495,alaska airlines,san,True,2023-09-05t16:30:00.000,5.0,as3410,active
3496,united airlines,fco,True,2023-09-05t16:30:00.000,36.0,ua507,active
3499,united airlines,ewr,True,2023-09-05t16:30:00.000,48.0,ua1896,active
3508,united airlines,pdx,True,2023-09-05t16:33:00.000,23.0,ua1561,active
3515,united airlines,lax,True,2023-09-05t16:39:00.000,21.0,ua1413,active
3522,alaska airlines,pdx,True,2023-09-05t16:40:00.000,8.0,as1057,active
3525,united airlines,ont,True,2023-09-05t16:40:00.000,23.0,ua5444,active
3530,united airlines,sba,True,2023-09-05t16:40:00.000,16.0,ua5989,active
3537,united airlines,phx,True,2023-09-05t16:43:00.000,24.0,ua1201,active
3542,delta air lines,sea,True,2023-09-05t16:45:00.000,37.0,dl2250,active
3548,united airlines,san,True,2023-09-05t16:45:00.000,31.0,ua528,active
3551,united airlines,iad,True,2023-09-05t16:45:00.000,16.0,ua2626,active
3555,united airlines,boi,True,2023-09-05t16:45:00.000,13.0,ua4715,active
3559,united airlines,sbp,True,2023-09-05t16:45:00.000,13.0,ua5240,active
3565,united airlines,slc,True,2023-09-05t16:46:00.000,6.0,ua1083,active
3569,united airlines,bur,True,2023-09-05t16:46:00.000,20.0,ua5691,active
3574,united airlines,ord,True,2023-09-05t16:49:00.000,22.0,ua729,active
3581,united airlines,las,True,2023-09-05t16:51:00.000,10.0,ua1299,active
3587,united airlines,hnl,True,2023-09-05t16:55:00.000,47.0,ua1509,active
3593,united airlines,sna,True,2023-09-05t16:55:00.000,16.0,ua4756,active
3598,united airlines,eug,True,2023-09-05t16:55:00.000,21.0,ua5405,active
3600,united airlines,rdm,True,2023-09-05t16:55:00.000,10.0,ua5829,active
3601,ati,afw,True,2023-09-05t04:31:00.000,7.0,8c3348,active
3602,jet edge,pdx,True,2023-09-05t08:00:00.000,50.0,,active
3603,reach air medical services,mcc,True,2023-09-05t03:30:00.000,21.0,,active
3604,mountain aviation,coe,True,2023-09-05t08:00:00.000,10.0,,active
3605,air canada,yvr,True,2023-09-05t06:45:00.000,13.0,ac843,active
3606,empty,mry,True,2023-09-05t08:00:00.000,22.0,,active
3607,mountain aviation,coe,True,2023-09-05t08:00:00.000,25.0,,active
3608,flexjet,hou,True,2023-09-05t10:15:00.000,50.0,lxj590,active
3609,omni air transport,mry,True,2023-09-05t11:40:00.000,10.0,,active
3610,netjets aviation,sjc,True,2023-09-05t12:54:00.000,7.0,1i780,active
3611,private owner,sus,True,2023-09-05t12:30:00.000,27.0,,active
3612,flexjet,sjc,True,2023-09-05t12:37:00.000,0.0,lxj588,active
3613,united airlines,bos,True,2023-09-05t12:55:00.000,35.0,ua8252,active
3614,united airlines,iah,True,2023-09-05t13:00:00.000,64.0,ua8107,active
3615,netjets aviation,sjc,True,2023-09-05t13:15:00.000,6.0,1i109,active
3616,netjets aviation,vny,True,2023-09-05t14:24:00.000,0.0,1i687,active
3617,netjets aviation,sba,True,2023-09-05t15:00:00.000,6.0,1i525,active
3618,netjets aviation,msp,True,2023-09-05t16:00:00.000,3.0,1i753,active
3619,executive jet management,vny,True,2023-09-05t16:30:00.000,0.0,ejm88,active
3620,netjets aviation,sjc,True,2023-09-05t16:33:00.000,0.0,1i234,active
3621,air canada,yeg,True,2023-09-05t15:05:00.000,33.0,ac558,active
3625,united airlines,koa,True,2023-09-05t17:00:00.000,17.0,ua1723,active
3632,virgin atlantic,lhr,True,2023-09-05t17:01:00.000,6.0,vs20,active
3638,air canada,yvr,True,2023-09-05t17:05:00.000,26.0,ac569,active
3639,emirates,dxb,True,2023-09-05t17:05:00.000,25.0,ek226,active
3640,sun country airlines,msp,True,2023-09-05t17:05:00.000,13.0,sy396,active
3645,delta air lines,slc,True,2023-09-05t17:15:00.000,14.0,dl2443,active
3646,zipair,nrt,True,2023-09-05t17:20:00.000,15.0,zg25,active
3653,alaska airlines,aus,True,2023-09-05t17:30:00.000,10.0,as534,active
3658,westjet,yyc,True,2023-09-05t17:30:00.000,19.0,ws1523,active
3661,american airlines,phx,True,2023-09-05t17:31:00.000,3.0,aa2398,active
3662,southwest airlines,den,True,2023-09-05t17:35:00.000,25.0,wn1740,active
3664,aer lingus,dub,True,2023-09-05t17:45:00.000,2.0,ei60,active
3668,united airlines,ord,True,2023-09-05t17:49:00.000,8.0,ua1114,active
3671,alaska airlines,pae,True,2023-09-05t17:50:00.000,4.0,as2326,active
3677,iberia,mad,True,2023-09-05t17:50:00.000,38.0,ib6174,active
3679,condor,fra,True,2023-09-05t17:55:00.000,185.0,de2097,active
3684,alaska airlines,lax,True,2023-09-05t18:00:00.000,17.0,as3421,active
3687,alaska airlines,sna,True,2023-09-05t18:00:00.000,2.0,as3465,active
3693,united airlines,dfw,True,2023-09-05t18:25:00.000,11.0,ua1765,active
3694,united airlines,psc,True,2023-09-05t18:25:00.000,18.0,ua5457,active
3697,united airlines,boi,True,2023-09-05t18:25:00.000,12.0,ua5644,active
3702,united airlines,pdx,True,2023-09-05t18:27:00.000,14.0,ua477,active
3706,united airlines,aus,True,2023-09-05t18:27:00.000,29.0,ua2070,active
3710,united airlines,yvr,True,2023-09-05t18:29:00.000,18.0,ua460,active
3712,turkish airlines,ist,True,2023-09-05t18:30:00.000,24.0,tk80,active
3719,united airlines,lax,True,2023-09-05t18:30:00.000,11.0,ua1200,active
3725,united airlines,tus,True,2023-09-05t18:30:00.000,8.0,ua5229,active
3729,united airlines,mci,True,2023-09-05t18:32:00.000,12.0,ua2061,active
3733,alaska airlines,san,True,2023-09-05t18:35:00.000,12.0,as3425,active
3736,alaska airlines,anc,True,2023-09-05t18:40:00.000,30.0,as269,active
3743,delta air lines,lax,True,2023-09-05t18:40:00.000,19.0,dl789,active
3744,southwest airlines,las,True,2023-09-05t18:40:00.000,6.0,wn2357,active
3751,united airlines,rno,True,2023-09-05t18:43:00.000,9.0,ua5470,active
3754,united airlines,oma,True,2023-09-05t18:44:00.000,5.0,ua1620,active
3758,united airlines,sat,True,2023-09-05t18:50:00.000,11.0,ua2611,active
3759,fedex,mem,True,2023-09-05t18:52:00.000,0.0,fx1345,active
3763,united airlines,ogg,True,2023-09-05t18:55:00.000,10.0,ua539,active
3768,alaska airlines,lax,True,2023-09-05t19:00:00.000,9.0,as3433,active
3771,united airlines,acv,True,2023-09-05t19:00:00.000,16.0,ua4695,active
3778,united airlines,slc,True,2023-09-05t19:00:00.000,9.0,ua5590,active
3779,southwest airlines,lax,True,2023-09-05t19:00:00.000,71.0,wn1813,active
3785,united airlines,sea,True,2023-09-05t19:02:00.000,11.0,ua2385,active
3791,united airlines,san,True,2023-09-05t19:05:00.000,5.0,ua2178,active
3792,united airlines,rdd,True,2023-09-05t19:05:00.000,0.0,ua5222,active
3794,united airlines,bur,True,2023-09-05t19:08:00.000,0.0,ua4798,active
3799,united airlines,sna,True,2023-09-05t19:09:00.000,0.0,ua2047,active
3805,united airlines,las,True,2023-09-05t19:10:00.000,15.0,ua1390,active
3810,united airlines,den,True,2023-09-05t19:10:00.000,10.0,ua2050,active
3811,southwest airlines,san,True,2023-09-05t19:10:00.000,1.0,wn1425,active
3818,alaska airlines,las,True,2023-09-05t19:20:00.000,14.0,as740,active
3824,alaska airlines,psp,True,2023-09-05t19:20:00.000,5.0,as3447,active
3829,united airlines,phx,True,2023-09-05t19:20:00.000,9.0,ua683,active
3833,united airlines,fra,True,2023-09-05t19:20:00.000,31.0,ua926,active
3838,british airways,lhr,True,2023-09-05t19:25:00.000,110.0,ba286,active
3842,united airlines,geg,True,2023-09-05t19:40:00.000,8.0,ua5389,active
3848,united airlines,lax,True,2023-09-05t19:45:00.000,14.0,ua2096,active
3855,united airlines,lhr,True,2023-09-05t19:50:00.000,52.0,ua930,active
3859,alaska airlines,sea,True,2023-09-05t19:55:00.000,12.0,as1327,active
3862,alaska airlines,boi,True,2023-09-05t19:55:00.000,7.0,as3337,active
3863,southwest airlines,bur,True,2023-09-05t20:00:00.000,51.0,wn2737,active
3864,united airlines,tlv,True,2023-09-05t20:05:00.000,30.0,ua954,active
3871,iberia,bcn,True,2023-09-05t20:10:00.000,7.0,ib2622,active
3874,united airlines,bos,True,2023-09-05t20:20:00.000,17.0,ua1871,active
3875,sas,cph,True,2023-09-05t20:25:00.000,30.0,sk936,active
3879,united airlines,den,True,2023-09-05t20:25:00.000,10.0,ua1216,active
3883,alaska airlines,sna,True,2023-09-05t20:30:00.000,11.0,as3478,active
3889,alaska airlines,iad,True,2023-09-05t20:40:00.000,8.0,as475,active
3893,united airlines,psp,True,2023-09-05t20:50:00.000,7.0,ua4727,active
3896,alaska airlines,geg,True,2023-09-05t20:55:00.000,11.0,as2041,active
3899,delta air lines,sea,True,2023-09-05t20:55:00.000,7.0,dl3891,active
3900,southwest airlines,phx,True,2023-09-05t20:55:00.000,22.0,wn2280,active
3901,air india,blr,True,2023-09-05t21:00:00.000,72.0,ai176,active
3905,united airlines,mry,True,2023-09-05t21:00:00.000,19.0,ua5454,active
3910,lufthansa,muc,True,2023-09-05t21:10:00.000,45.0,lh459,active
3913,air canada,yyz,True,2023-09-05t21:15:00.000,21.0,ac746,active
3921,delta air lines,jfk,True,2023-09-05t21:30:00.000,15.0,dl325,active
3923,delta air lines,dtw,True,2023-09-05t21:30:00.000,18.0,dl400,active
3927,united airlines,ewr,True,2023-09-05t21:30:00.000,30.0,ua2097,active
3931,united airlines,iad,True,2023-09-05t21:48:00.000,17.0,ua1722,active
3936,jetblue airways,bos,True,2023-09-05t21:53:00.000,5.0,b634,active
3937,air india,del,True,2023-09-05t22:00:00.000,27.0,ai184,active
3942,delta air lines,bos,True,2023-09-05t22:00:00.000,9.0,dl475,active
3947,air new zealand,akl,True,2023-09-05t22:00:00.000,20.0,nz7,active
3949,singapore airlines,sin,True,2023-09-05t22:05:00.000,26.0,sq33,active
3956,alaska airlines,pdx,True,2023-09-05t22:15:00.000,26.0,as1051,active
3957,frontier airlines,atl,True,2023-09-05t22:19:00.000,7.0,f91522,active
3960,alaska airlines,jfk,True,2023-09-05t22:20:00.000,13.0,as38,active
3966,virgin atlantic,lhr,True,2023-09-05t22:20:00.000,40.0,vs42,active
3971,united airlines,san,True,2023-09-05t22:23:00.000,21.0,ua297,active
3978,american airlines,jfk,True,2023-09-05t22:24:00.000,11.0,aa276,active
3979,frontier airlines,las,True,2023-09-05t22:25:00.000,6.0,f92076,active
3982,united airlines,atl,True,2023-09-05t22:35:00.000,16.0,ua1141,active
3986,united airlines,smf,True,2023-09-05t22:35:00.000,27.0,ua5638,active
3987,united airlines,rdm,True,2023-09-05t22:35:00.000,13.0,ua5711,active
3992,united airlines,fat,True,2023-09-05t22:35:00.000,18.0,ua5904,active
3996,united airlines,eug,True,2023-09-05t22:35:00.000,19.0,ua5969,active
4000,united airlines,cle,True,2023-09-05t22:36:00.000,10.0,ua1711,active
4002,united airlines,mfr,True,2023-09-05t22:39:00.000,28.0,ua5502,active
4003,united airlines,sin,True,2023-09-05t22:40:00.000,69.0,ua1,active
4006,united airlines,ewr,True,2023-09-05t22:40:00.000,24.0,ua2059,active
4011,united airlines,pdx,True,2023-09-05t22:41:00.000,25.0,ua2128,active
4015,united airlines,sba,True,2023-09-05t22:42:00.000,8.0,ua5878,active
4017,united airlines,ont,True,2023-09-05t22:44:00.000,12.0,ua5365,active
4020,air canada,yul,True,2023-09-05t22:45:00.000,39.0,ac764,active
4023,delta air lines,atl,True,2023-09-05t22:45:00.000,14.0,dl610,active
4028,united airlines,lax,True,2023-09-05t22:46:00.000,42.0,ua1746,active
4031,united airlines,sea,True,2023-09-05t22:48:00.000,23.0,ua1971,active
4035,united airlines,rno,True,2023-09-05t22:48:00.000,22.0,ua5451,active
4038,united airlines,mex,True,2023-09-05t22:50:00.000,26.0,ua412,active
4040,united airlines,pit,True,2023-09-05t22:50:00.000,13.0,ua1204,active
4042,united airlines,bfl,True,2023-09-05t22:50:00.000,8.0,ua5443,active
4047,united airlines,las,True,2023-09-05t22:52:00.000,17.0,ua2366,active
4052,jetblue airways,fll,True,2023-09-05t22:54:00.000,7.0,b6278,active
4055,american airlines,phl,True,2023-09-05t22:55:00.000,17.0,aa756,active
4059,united airlines,syd,True,2023-09-05t22:55:00.000,24.0,ua863,active
4063,united airlines,ord,True,2023-09-05t22:55:00.000,39.0,ua2247,active
4065,united airlines,sbp,True,2023-09-05t22:55:00.000,19.0,ua5615,active
4066,united airlines,rdd,True,2023-09-05t22:56:00.000,30.0,ua5513,active
4068,american airlines,clt,True,2023-09-05t22:59:00.000,18.0,aa2373,active
4070,united airlines,yyz,True,2023-09-05t23:02:00.000,30.0,ua2056,active
4073,united airlines,akl,True,2023-09-05t23:10:00.000,30.0,ua917,active
4075,united airlines,ind,True,2023-09-05t23:10:00.000,19.0,ua1484,active
4078,united airlines,bos,True,2023-09-05t23:15:00.000,15.0,ua1665,active
4083,united airlines,mco,True,2023-09-05t23:19:00.000,22.0,ua221,active
4086,alaska airlines,jfk,True,2023-09-05t23:20:00.000,17.0,as42,active
4087,korean air,icn,True,2023-09-05t23:20:00.000,23.0,ke8026,active
4088,united airlines,hkg,True,2023-09-05t23:20:00.000,31.0,ua877,active
4091,united airlines,rdu,True,2023-09-05t23:20:00.000,19.0,ua1707,active
4094,asiana airlines,icn,True,2023-09-05t23:30:00.000,44.0,oz211,active
4098,united airlines,iad,True,2023-09-05t23:31:00.000,19.0,ua519,active
4102,fiji airways,nan,True,2023-09-05t23:35:00.000,48.0,fj871,active
4104,united airlines,bna,True,2023-09-05t23:35:00.000,17.0,ua283,active
4110,delta air lines,jfk,True,2023-09-05t23:45:00.000,10.0,dl767,active
4112,united airlines,icn,True,2023-09-05t23:45:00.000,43.0,ua805,active
4115,united airlines,ewr,True,2023-09-05t23:45:00.000,27.0,ua1831,active
4117,united airlines,mel,True,2023-09-05t23:50:00.000,63.0,ua60,active
4119,aeromexico,mex,True,2023-09-05t23:53:00.000,2.0,am665,active
4122,delta air lines,atl,True,2023-09-05t23:55:00.000,14.0,dl959,active
4123,philippine airlines,mnl,True,2023-09-05t23:55:00.000,32.0,pr105,active
4128,united airlines,ord,True,2023-09-05t23:56:00.000,19.0,ua402,active
4132,american airlines,dfw,True,2023-09-05t23:57:00.000,7.0,aa2404,active
4138,american airlines,mia,True,2023-09-05t23:58:00.000,18.0,aa2389,active
4139,american airlines,clt,True,2023-09-05t23:59:00.000,12.0,aa1828,active
4144,jetblue airways,jfk,True,2023-09-05t23:59:00.000,41.0,b61216,active
4146,frontier airlines,mco,True,2023-09-05t23:59:00.000,20.0,f91262,active
4148,united airlines,bwi,True,2023-09-05t23:59:00.000,4.0,ua643,active
4150,china airlines,tpe,True,2023-09-06t00:10:00.000,32.0,ci15,active
4153,united airlines,iah,True,2023-09-06t00:50:00.000,15.0,ua278,active
4156,cathay pacific,hkg,True,2023-09-06t00:55:00.000,25.0,cx873,active
4161,eva air,tpe,True,2023-09-06t01:00:00.000,44.0,br17,active
4163,china airlines,tpe,True,2023-09-06t01:05:00.000,23.0,ci3,active
4165,sa avianca,sal,True,2023-09-06t01:15:00.000,6.0,av561,active
4170,eva air,tpe,True,2023-09-06t01:20:00.000,27.0,br27,active
4173,copa airlines,pty,True,2023-09-06t01:20:00.000,10.0,cm383,active
4175,ana,hnd,True,2023-09-06t01:20:00.000,29.0,nh107,active
4176,air china ltd,pek,True,2023-09-06t01:30:00.000,0.0,ca786,active
4177,asiana airlines,icn,True,2023-09-06t02:30:00.000,0.0,oz283,active
4178,korean air,icn,True,2023-09-06t03:25:00.000,19.0,ke214,active
4181,united airlines,iah,True,2023-09-06t05:00:00.000,20.0,ua274,active
4185,united airlines,den,True,2023-09-06t05:00:00.000,11.0,ua2087,active
4190,delta air lines,dtw,True,2023-09-06t05:35:00.000,18.0,dl403,active
4191,american airlines,clt,True,2023-09-06t05:49:00.000,5.0,aa2910,active
4193,frontier airlines,den,True,2023-09-06t05:50:00.000,7.0,f9664,active
4194,southwest airlines,las,True,2023-09-06t05:50:00.000,5.0,wn775,active
4196,american airlines,dfw,True,2023-09-06t06:00:00.000,12.0,aa1198,active
4203,american airlines,ord,True,2023-09-06t06:00:00.000,14.0,aa2614,active
4208,alaska airlines,sea,True,2023-09-06t06:00:00.000,10.0,as1043,active
4209,alaska airlines,pdx,True,2023-09-06t06:00:00.000,13.0,as2090,active
4214,alaska airlines,lax,True,2023-09-06t06:00:00.000,22.0,as3439,active
4216,alaska airlines,sna,True,2023-09-06t06:00:00.000,11.0,as3440,active
4221,delta air lines,lax,True,2023-09-06t06:00:00.000,9.0,dl2841,active
4229,jetblue airways,jfk,True,2023-09-06t06:00:00.000,5.0,b6816,active
4233,delta air lines,slc,True,2023-09-06t06:01:00.000,5.0,dl2356,active
4237,american airlines,phl,True,2023-09-06t06:05:00.000,10.0,aa1443,active
4239,alaska airlines,san,True,2023-09-06t06:10:00.000,13.0,as3443,active
4245,delta air lines,atl,True,2023-09-06t06:10:00.000,7.0,dl690,active
4246,southwest airlines,san,True,2023-09-06t06:10:00.000,14.0,wn1859,active
4253,american airlines,jfk,True,2023-09-06t06:15:00.000,10.0,aa234,active
4256,air canada,yyz,True,2023-09-06t06:15:00.000,18.0,ac736,active
4260,alaska airlines,ewr,True,2023-09-06t06:15:00.000,8.0,as292,active
4265,delta air lines,sea,True,2023-09-06t06:20:00.000,14.0,dl2310,active
4270,united airlines,ord,True,2023-09-06t06:25:00.000,10.0,ua1092,active
4274,delta air lines,msp,True,2023-09-06t06:30:00.000,13.0,dl451,active
4275,southwest airlines,den,True,2023-09-06t06:35:00.000,9.0,wn2345,active
4278,air canada,yvr,True,2023-09-06t06:45:00.000,7.0,ac563,active
4282,united airlines,den,True,2023-09-06t06:45:00.000,8.0,ua2312,active
4284,air transat,yul,True,2023-09-06t06:50:00.000,19.0,ts235,active
4292,delta air lines,jfk,True,2023-09-06t06:55:00.000,32.0,dl315,active
4293,american airlines,clt,True,2023-09-06t07:00:00.000,12.0,aa1960,active
4296,alaska airlines,jfk,True,2023-09-06t07:00:00.000,43.0,as28,active
4300,alaska airlines,hnl,True,2023-09-06t07:00:00.000,0.0,as819,active
4306,alaska airlines,lax,True,2023-09-06t07:00:00.000,10.0,as1308,active
4314,united airlines,ewr,True,2023-09-06t07:00:00.000,14.0,ua1411,active
4315,southwest airlines,lax,True,2023-09-06t07:00:00.000,22.0,wn3550,active
4316,hawaiian airlines,ogg,True,2023-09-06t07:05:00.000,0.0,ha41,active
4318,jetblue airways,lax,True,2023-09-06t07:10:00.000,13.0,b62435,active
4319,southwest airlines,phx,True,2023-09-06t07:30:00.000,7.0,wn3837,active
4323,westjet,yyc,True,2023-09-06t07:30:00.000,29.0,ws1521,active
4328,alaska airlines,bos,True,2023-09-06t07:40:00.000,27.0,as356,active
4332,alaska airlines,aus,True,2023-09-06t07:40:00.000,10.0,as512,active
4335,alaska airlines,ord,True,2023-09-06t07:40:00.000,13.0,as598,active
4338,united airlines,iah,True,2023-09-06t07:40:00.000,17.0,ua2009,active
4341,american airlines,dfw,True,2023-09-06t07:46:00.000,9.0,aa2904,active
4349,delta air lines,atl,True,2023-09-06t07:50:00.000,145.0,dl452,active
4352,united airlines,lax,True,2023-09-06t07:50:00.000,21.0,ua1331,active
4359,american airlines,mia,True,2023-09-06t08:00:00.000,14.0,aa651,active
4360,american airlines,phx,True,2023-09-06t08:00:00.000,4.0,aa2411,active
4365,air canada,yul,True,2023-09-06t08:00:00.000,12.0,ac760,active
4368,alaska airlines,dca,True,2023-09-06t08:00:00.000,21.0,as8,active
4373,alaska airlines,iad,True,2023-09-06t08:00:00.000,19.0,as434,active
4374,alaska airlines,oak,True,2023-09-06t08:00:00.000,25.0,as9802,active
4377,united airlines,sna,True,2023-09-06t08:06:00.000,8.0,ua4776,active
4378,alaska airlines,sna,True,2023-09-06t08:09:00.000,11.0,as3450,active
4379,southwest airlines,san,True,2023-09-06t08:15:00.000,4.0,wn5997,active
4384,united airlines,pdx,True,2023-09-06t08:25:00.000,18.0,ua746,active
4387,united airlines,bos,True,2023-09-06t08:25:00.000,21.0,ua1499,active
4396,united airlines,ord,True,2023-09-06t08:25:00.000,15.0,ua2145,active
